流水號,料號,長度,管徑
1282,20,1497,3
1282,21,522,3
1282,22,3057,3
1283,23,522,3
1283,24,1820,3
1283,25,118,3
1283,26,3710,3
1283,27,525,3
1283,28,100,1
1283,29,452,3
1287,1,558,1
1287,2,1414,1
1287,3,6000,1
1287,4,2887,1
1288,1,635,1
1288,2,1854,1
1288,3,6000,1
1288,4,1041,1
1288,5,123,1
1288,6,187,1
1288,7,454,1
1288,8,266,1
1291,1,188,0.5
1291,2,111,0.5
1291,3,225,0.5
1291,4,120,0.5
1291,5,238,0.5
1291,6,98,0.5
1291,7,225,0.5
1291,8,211,1
1292,9,1111,1
1292,10,124,0.5
1292,11,252,0.5
1292,12,75,0.5
1292,13,100,1
1292,14,344,1
