流水號,料號,長度,管徑
1,1,404,6
1,2,867,6
1,3,492,6
1,4,817,6
1,5,1042,6
`1-1,6,6000,6
`1-1,7,6000,6
`1-1,8,100,1
`1-1,9,882,6
2,1,100,1
2,2,100,0.75
2,3,6000,3
2,4,100,0.75
2,5,6000,3
`2-1,6,910,3
`2-1,7,1322,3
`2-1,8,972,3
`2-1,9,1128,3
`2-1,10,314,3
`2-1,11,1542,3
`2-1,12,88,3
3,1,6000,3
3,2,1822,3
3,3,3972,3
3,4,1572,3
3,5,3830,3
4,6,2022,3
4,7,1178,3
4,8,983,3
4,9,152,3
5,1,544,8
5,2,344,8
6,1,450,6
6,2,1314,6
6,3,1314,6
6,4,1151,4
6,5,100,1
6,6,300,6
7,7,440,6
7,8,1808,6
7,9,616,6
7,10,499,6
7,11,920,6
7,12,100,1
7,13,2714,6
7,14,500,6
8,15,616,6
8,16,499,6
8,17,920,6
8,18,100,1
8,19,2888,6
9,1,793,6
9,2,980,6
9,3,100,1
9,4,300,6
9,5,2714,6
10,6,980,6
10,7,100,1
10,8,300,6
10,9,3214,6
10,10,980,6
11,11,770,6
11,12,528,6
11,13,6000,6
11,14,6000,6
11,15,892,6
11,16,5292,6
11,17,302,6
11,18,1932,6
11,19,176,1
12,20,100,1
12,21,4862,6
12,22,292,6
12,23,6000,6
12,24,1282,6
12,25,2042,6
12,26,6000,6
12,27,6000,6
13,28,122,1
13,29,5938,6
13,30,378,6
13,31,6000,6
13,32,301,6
13,33,700,6
`13-1,34,6000,6
`13-1,35,6000,6
`13-1,36,1770,6
`13-1,37,742,6
`13-1,38,6000,6
`13-1,39,6000,6
`13-1,40,4362,6
14,1,100,1
14,2,225,6
14,3,381,2.5
15,1,100,1
15,2,225,6
15,3,381,2.5
16,1,217,1
16,2,100,1
16,3,100,1
16,4,191,4
16,5,200,4
16,6,1689,4
17,7,100,1
17,8,100,1
17,9,143,1
18,1,217,1
18,2,100,1
18,3,100,1
18,4,191,4
18,5,200,4
18,6,1689,4
19,7,100,1
19,8,100,1
19,9,143,1
20,1,2976,3
20,2,1099,3
20,3,401,3
20,4,100,0.75
20,5,357,2
21,6,100,2
21,7,401,3
21,8,409,2
21,9,361,3
21,10,522,3
21,11,1498,3
22,1,600,6
22,2,378,6
22,3,3163,6
22,4,4478,6
22,5,6000,6
22,6,6000,6
22,7,742,6
22,8,4792,6
22,9,6000,6
22,10,6000,6
23,11,122,1
23,12,6000,6
23,13,6000,6
23,14,5078,6
23,15,2042,6
23,16,6000,6
24,17,1282,6
24,18,292,6
24,19,100,1
24,20,176,1
24,21,4002,6
25,22,1932,6
25,23,732,6
25,24,5292,6
25,25,6000,6
25,26,4623,6
25,27,442,6
25,28,6000,6
25,29,5779,6
26,30,992,6
26,31,100,1
26,32,884,6
26,33,683,6
27,1,433,6
27,2,552,3
27,3,3515,3
27,4,100,2
27,5,785,3
28,6,222,3
28,7,6000,3
28,8,178,3
28,9,3330,3
28,10,4530,3
29,11,100,1
29,12,100,1
29,13,3344,3
30,14,100,0.75
30,15,6000,6
30,16,6000,6
30,17,2764,6
30,18,3764,6
30,19,1328,6
31,20,1492,6
31,21,122,1
31,22,278,2
31,23,315,2
31,24,5082,6
32,1,122,1
32,2,5632,6
32,3,1492,6
32,4,578,6
33,5,779,6
33,6,6000,6
33,7,6000,6
33,8,100,0.75
33,9,6000,6
33,10,1362,6
33,11,552,3
33,12,2912,3
33,13,100,2
33,14,525,3
33,15,222,3
34,16,3130,3
34,17,4598,3
34,18,1350,3
34,19,4361,3
35,20,344,1
35,21,384,1
35,22,100,1
35,23,95,1
35,24,3383,3
36,1,550,3
36,2,1802,3
36,3,4870,3
36,4,200,3
36,5,100,1
36,6,672,3
36,7,1172,3
37,8,1145,3
37,9,1172,3
37,10,824,3
37,11,929,3
37,12,176,1
37,13,100,1
37,14,430,4
38,1,100,1
38,2,100,1
38,3,176,1
39,4,100,0.75
39,5,100,1
39,6,100,1
39,7,887,4
39,8,538,3
39,9,513,3
39,10,1604,3
39,11,1322,3
39,12,1372,3
39,13,550,3
40,1,713,2
40,2,1878,2
40,3,1297,2
40,4,2093,2
40,5,1044,2
40,6,700,2
41,7,360,2
41,8,176,1
41,9,300,4
41,10,100,1
41,11,100,0.75
41,12,344,2
42,1,100,0.75
42,2,588,2
42,3,100,1
42,4,176,1
42,5,300,4
43,6,100,0.75
43,7,100,1
43,8,100,1
43,9,335,2
43,10,708,2
43,11,2353,2
43,12,1297,2
43,13,1448,2
43,14,713,2
44,1,552,3
44,2,2302,3
44,3,222,3
44,4,2457,3
44,5,622,3
44,6,2072,3
44,7,1872,3
44,8,1011,3
45,9,995,3
45,10,425,3
45,11,176,1
45,12,300,4
45,13,100,1
45,14,100,0.75
45,15,433,3
46,1,100,0.75
46,2,100,1
46,3,622,3
46,4,176,1
46,5,300,4
46,6,100,0.75
46,7,100,1
46,8,100,1
46,9,586,3
47,10,530,3
47,11,2187,3
47,12,2072,3
47,13,937,3
47,14,2773,3
47,15,222,3
47,16,1872,3
47,17,552,3
48,1,552,3
48,2,1802,3
48,3,5954,3
48,4,316,3
48,5,916,3
48,6,611,3
48,7,100,0.75
48,8,1444,3
49,9,1849,3
49,10,176,1
49,11,300,4
49,12,100,1
50,1,100,1.5
50,2,100,0.75
50,3,94,1.5
50,4,100,1
50,5,100,0.75
50,6,100,1
50,7,100,1
50,8,300,2
51,9,176,1
51,10,370,4
51,11,435,3
51,12,1623,3
51,13,522,3
51,14,1127,3
51,15,2022,3
51,16,1372,3
51,17,252,3
52,1,662,2
52,2,1878,2
52,3,4869,2
52,4,264,2
52,5,100,0.75
52,6,749,2
52,7,710,2
53,8,501,2
53,9,1242,2
53,10,932,2
53,11,516,2
53,12,1044,2
53,13,176,1
53,14,300,4
53,15,100,1
54,1,100,0.75
54,2,251,2
54,3,100,1
54,4,176,1
54,5,300,4
55,6,100,0.75
55,7,100,1
55,8,100,1
55,9,268,2
55,10,708,2
55,11,2064,2
55,12,1348,2
55,13,1449,2
55,14,662,2
56,1,391,4
56,2,100,0.75
56,3,2616,4
56,4,2356,4
56,5,100,4
57,6,363,4
57,7,1046,4
57,8,1752,4
57,9,100,1
57,10,2948,4
58,11,167,1
58,12,100,1
58,13,176,1
58,14,1044,4
58,15,315,4
58,16,101,3
58,17,376,3
58,18,85,3
59,1,485,3
59,2,376,3
59,3,501,3
59,4,100,1
59,5,286,4
59,6,176,1
59,7,300,4
60,8,176,1
60,9,100,1
61,10,100,0.75
61,11,100,1
61,12,1485,1
61,13,986,4
61,14,106,0.75
61,15,292,4
62,16,1443,4
62,17,1489,4
62,18,100,0.75
62,19,4434,4
62,20,391,4
62,21,1100,4
63,1,100,0.5
63,2,537,10
63,3,322,10
64,1,100,0.5
64,2,537,10
64,3,322,10
65,1,100,0.5
65,2,537,10
65,3,322,10
66,1,938,20
66,2,176,20
66,3,100,0.5
67,4,100,0.5
67,5,5992,20
67,6,2559,20
67,7,126,1
68,8,99,0.5
68,9,1530,20
68,10,239,20
68,11,967,20
69,12,2030,20
69,13,100,0.75
69,14,6000,20
69,15,4484,20
69,16,934,20
69,17,6000,20
69,18,6000,20
69,19,361,20
69,20,1911,20
71,1,4811,20
71,2,6000,20
71,3,3461,20
71,4,934,20
71,5,6000,20
71,6,100,0.75
71,7,4484,20
72,8,934,20
72,9,6000,20
72,10,4880,20
72,11,1005,20
72,12,4470,20
73,13,1102,20
73,14,100,0.5
73,15,126,1
73,16,126,1
73,17,1910,20
73,18,4728,20
74,1,100,0.5
74,2,4402,14
74,3,583,14
75,1,100,0.5
75,2,4402,14
75,3,583,14
76,1,1092,4
76,2,896,4
76,3,2240,4
76,4,2064,4
76,5,510,4
76,6,211,4
77,7,100,0.5
77,8,269,4
77,9,1323,3
77,10,780,3
77,11,2579,4
77,12,1319,3
77,13,780,3
78,1,187,4
78,2,229,4
78,3,3401,4
78,4,4075,4
78,5,2234,4
78,6,138,4
78,7,1096,4
78,8,422,4
78,9,224,4
79,1,216,1
79,2,384,1
79,3,2069,1
79,4,554,1
79,5,6000,1
79,6,6000,1
79,7,6000,1
80,8,6000,1
80,9,1837,1
80,10,704,1
80,11,2470,1
80,12,100,0.75
80,13,6000,1
`80-1,14,6000,1
`80-1,15,478,1
`80-1,16,704,1
`80-1,17,4832,1
`80-1,18,2404,1
`80-1,19,854,1
`80-1,20,340,1
`80-1,21,1087,1
81,1,6000,16
81,2,100,0.75
81,3,2496,16
81,4,553,16
81,5,1556,16
81,6,129,8
82,7,4845,16
82,8,6000,14
82,9,6000,14
82,10,5531,14
82,11,306,14
82,12,100,1
82,13,6000,14
83,14,6000,14
83,15,6000,14
83,16,1595,14
83,17,1434,14
83,18,6000,14
83,19,4566,14
83,20,306,14
84,22,475,14
84,23,3618,14
84,24,6000,14
84,25,2203,14
85,26,2007,14
85,27,100,1
85,28,2942,14
85,29,761,14
86,30,318,6
86,31,581,6
86,32,1987,14
87,1,1531,14
87,2,2147,14
88,3,100,1
88,4,2942,14
88,5,725,14
89,6,6000,14
89,7,1723,14
89,8,4684,14
89,9,5705,14
90,10,306,14
90,11,6000,14
90,12,4566,14
90,13,1434,14
90,14,6000,14
90,15,6000,14
90,16,6000,14
91,17,100,1
91,18,595,14
91,19,306,14
91,20,6000,14
91,21,6000,14
91,22,5061,14
92,23,128,8
92,24,443,8
92,25,5475,16
92,26,2086,16
92,27,553,16
92,28,100,0.75
92,29,6000,16
92,30,2496,16
93,1,515,6
93,2,120,6
93,3,522,6
93,4,100,0.5
93,5,1640,1.5
93,6,226,1.5
93,7,1200,1.5
93,8,250,1.5
94,9,126,1
94,10,708,6
94,11,100,1
94,12,200,6
95,1,100,0.75
95,2,100,1
95,3,200,6
95,4,126,1
96,5,1045,1.5
96,6,224,1.5
96,7,1506,1.5
96,8,144,1.5
96,9,100,0.5
96,10,631,6
96,11,405,6
96,12,515,6
97,1,515,6
97,2,120,6
97,3,527,6
97,4,100,0.5
97,5,1640,1.5
97,6,226,1.5
97,7,1200,1.5
97,8,250,1.5
98,9,126,1
98,10,703,6
98,11,100,1
98,12,200,6
99,1,100,0.75
99,2,100,1
99,3,200,6
99,4,126,1
100,5,1045,1.5
100,6,224,1.5
100,7,1506,1.5
100,8,144,1.5
100,9,100,0.5
100,10,631,6
100,11,400,6
100,12,515,6
101,1,404,8
101,2,1804,8
101,3,413,8
102,4,100,0.5
102,5,126,1
102,6,546,8
102,7,126,8
102,8,100,1
102,9,291,8
103,1,126,1
103,2,100,0.5
104,3,100,0.75
104,4,100,1
104,5,690,8
104,6,243,8
105,7,947,8
105,8,404,8
106,1,404,8
106,2,1804,8
106,3,413,8
107,4,100,0.5
107,5,126,1
107,6,546,8
107,7,100,1
107,8,291,8
108,1,126,1
108,2,100,0.5
109,3,100,0.75
109,4,100,1
109,5,690,8
109,6,243,8
110,7,925,8
110,8,404,8
111,1,118,1
111,2,105,1
111,3,100,0.75
111,4,598,1
111,5,554,1
111,6,6000,1
111,7,3773,1
`111-1,8,554,1
`111-1,9,2140,1
`111-1,10,100,0.75
`111-1,11,5408,1
112,1,5309,1
112,2,100,0.75
112,3,2305,1
112,4,554,1
`112-1,5,6000,1
`112-1,6,3738,1
`112-1,7,554,1
`112-1,8,934,1
`112-1,9,100,0.75
`112-1,10,104,1
`112-1,11,118,1
113,1,447,2
113,2,100,0.75
113,3,2463,2
113,4,2698,2
113,5,100,0.75
113,6,2098,2
114,7,156,2
114,8,718,2
114,9,100,0.5
114,10,203,2
115,11,126,1
115,12,300,4
115,13,100,0.75
115,14,200,2
116,1,100,0.75
116,2,193,2
116,3,126,1
116,4,300,4
117,5,100,0.5
117,6,100,0.5
117,7,203,2
117,8,100,1
117,9,100,1
117,10,1133,2
118,11,1232,2
118,12,100,0.75
118,13,1772,2
118,14,2698,2
118,15,100,0.75
118,16,2153,2
118,17,446,2
119,1,505,1
119,2,2569,1
119,3,6000,1
119,4,1091,1
119,5,200,1
119,6,3454,1
119,7,1259,1
119,8,100,1
119,9,323,1
120,10,100,0.5
120,11,126,1
120,12,300,4
120,13,270,1
120,14,124,1
120,15,100,0.75
120,16,208,1
120,17,108,1
121,1,100,1
121,2,205,1
121,3,100,0.75
121,4,154,1
121,5,654,1
122,6,157,1
122,7,126,1
122,8,300,4
122,9,100,0.5
123,10,125,1
123,11,100,0.75
123,12,100,1
123,13,727,1
123,14,124,1
123,15,75,1
123,16,1113,1
123,17,968,1
123,18,1765,1
123,19,6000,1
123,20,1091,1
123,21,2259,1
123,22,505,1
124,1,390,4
124,2,2311,4
124,3,6000,4
124,4,846,4
124,5,757,4
124,6,671,4
125,7,100,0.5
125,8,126,1
125,9,100,0.75
125,10,600,4
126,1,100,0.75
126,2,126,1
126,3,448,4
127,4,100,0.5
127,5,100,0.5
127,6,100,0.75
127,7,100,0.75
127,8,113,1
127,9,1435,1
127,10,450,4
128,11,1189,4
128,12,226,4
128,13,1547,4
128,14,6000,4
128,15,846,4
128,16,2001,4
128,17,389,4
129,1,414,3
129,2,100,0.75
129,3,2387,3
129,4,2622,3
129,5,100,0.75
129,6,1931,3
130,7,1127,3
130,8,100,0.5
130,9,200,3
131,10,126,1
131,11,300,4
131,12,100,0.75
131,13,200,3
132,1,100,0.75
132,2,200,3
132,3,126,1
132,4,300,4
133,5,100,1
133,6,100,1
133,7,1552,2
133,8,831,3
133,9,100,0.5
133,10,282,3
134,11,1097,3
134,12,100,0.75
134,13,673,3
134,14,2622,3
134,15,100,0.75
134,16,2077,3
134,17,414,3
135,1,446,2
135,2,2463,2
135,3,1999,2
135,4,772,2
135,5,918,2
135,6,100,0.5
135,7,502,2
136,8,126,1
136,9,300,4
136,10,100,0.75
136,11,200,2
137,1,100,0.75
137,2,200,2
137,3,126,1
137,4,300,4
138,5,100,0.5
138,6,100,0.5
138,7,300,2
139,8,150,0.75
139,9,100,0.75
139,10,100,1
139,11,1441,1
140,12,200,2
140,13,1961,2
140,14,743,2
140,15,1348,2
140,16,2153,2
140,17,446,2
141,1,327,6
141,2,2157,6
141,3,6000,6
141,4,5693,6
141,5,694,6
141,6,735,6
141,7,200,6
142,8,100,0.5
142,9,126,1
142,10,100,0.75
142,11,451,6
143,1,100,0.75
143,2,317,6
143,3,531,6
144,4,126,1
144,5,100,0.5
144,6,100,0.75
144,7,113,1
144,8,1448,1
144,9,1021,6
145,10,849,6
145,11,694,6
145,12,333,6
145,13,6000,6
145,14,5642,6
145,15,1847,6
145,16,327,6
146,1,129,8
146,2,355,8
146,3,190,8
146,4,200,8
146,5,3461,8
146,6,3552,8
147,7,352,3
147,8,210,3
147,9,100,1
147,10,4191,8
148,1,100,1
148,2,6000,8
149,3,2124,8
149,4,2077,8
149,5,1303,8
149,6,190,8
149,7,135,8
149,8,129,8
150,1,150,0.5
150,2,140,1
150,3,300,8
150,4,1170,6
150,5,564,6
150,6,379,6
150,7,342,6
150,8,5165,6
151,9,6000,6
151,10,6000,6
151,11,3187,6
151,12,2042,6
151,13,6000,6
151,14,6000,6
151,15,1913,6
151,16,6000,6
151,17,714,6
152,18,5614,6
152,19,210,0.75
152,20,599,0.75
152,21,847,0.75
152,22,262,0.75
152,23,2462,0.75
152,24,354,4
152,25,100,0.75
152,26,959,6
153,27,100,0.75
153,28,217,0.75
153,29,205,0.75
153,30,100,0.75
153,31,99,0.75
153,32,175,0.75
153,33,662,0.75
153,34,100,0.75
153,35,282,0.75
154,1,100,0.5
154,2,116,0.5
154,3,2163,0.5
155,1,2308,2
155,2,100,0.75
155,3,6000,2
155,4,6000,2
155,5,3471,2
155,6,1377,1
157,1,441,4
157,2,681,4
157,3,4010,4
157,4,100,0.75
157,5,296,4
157,6,100,0.5
158,7,166,1
158,8,100,0.5
158,9,166,1
158,10,3278,4
158,11,905,4
158,12,796,4
159,13,751,4
159,14,1589,4
159,15,368,2
159,16,1054,3
159,17,100,0.75
159,18,344,4
160,1,492,4
160,2,100,0.5
160,3,3018,4
160,4,2223,4
160,5,100,0.5
160,6,443,4
160,7,3128,4
161,8,494,4
161,9,228,4
161,10,768,4
161,11,2046,4
161,12,493,4
162,13,645,4
162,14,4777,3
162,15,100,0.75
162,16,2877,3
162,17,6000,4
163,18,100,0.75
163,19,6000,4
163,20,6000,4
163,21,6000,4
163,22,2160,4
163,23,6000,4
163,24,1423,4
164,25,2196,4
164,26,6000,4
164,27,6000,4
164,28,6000,4
164,29,108,4
165,30,6000,4
165,31,606,1.5
165,32,2076,1.5
165,33,3012,1.5
165,34,4854,4
165,35,493,4
166,36,6000,4
166,37,6000,4
166,38,6000,4
166,39,1546,4
166,40,896,4
166,41,2188,4
167,1,543,3
167,2,112,0.5
167,3,3088,3
167,4,112,0.5
167,5,500,3
167,6,2698,3
168,7,1783,3
168,8,516,3
168,9,148,3
168,10,825,3
169,11,2572,3
169,12,534,3
169,13,6000,3
169,14,6000,3
169,15,6000,3
169,16,6000,3
169,17,3022,3
170,18,2272,3
170,19,6000,3
170,20,6000,3
170,21,5237,3
171,22,522,3
171,23,6000,3
171,24,6000,3
171,25,6000,3
171,26,1172,3
171,27,972,3
171,28,6000,3
172,29,6000,3
172,30,5862,3
172,31,446,3
172,32,185,3
172,33,4237,3
172,34,222,3
173,35,6000,3
173,36,2257,3
173,37,6000,3
173,38,6000,3
173,39,1242,3
173,40,259,3
174,41,5400,3
174,42,6000,3
174,43,6000,3
174,44,5627,3
175,1,551,3
175,2,4757,3
175,3,972,3
175,4,100,0.75
175,5,6000,3
175,6,6000,3
175,7,6000,3
175,8,4672,3
176,9,1722,3
176,10,6000,3
176,11,100,0.75
176,12,6000,3
176,13,1672,3
176,14,1722,3
177,15,100,0.75
177,16,100,0.75
177,17,6000,3
177,18,6000,3
177,19,6000,3
177,20,5817,3
178,21,522,3
178,22,100,0.75
178,23,6000,3
178,24,3772,3
178,25,522,3
178,26,6000,3
178,27,6000,3
178,28,6000,3
178,29,100,0.75
178,30,6000,3
178,31,1771,3
179,1,6000,4
179,2,6000,4
179,3,3263,4
179,4,493,4
179,5,1545,4
179,6,6000,4
179,7,6000,4
180,8,3087,2
180,9,298,2
180,10,6000,2
180,11,2783,2
180,12,6000,2
181,13,100,0.75
181,14,6000,2
181,15,6000,2
181,16,100,0.75
181,17,5345,2
182,18,6000,4
182,19,1003,4
182,20,2358,4
182,21,1646,4
182,22,6000,4
182,23,6000,4
182,24,5058,4
182,25,6000,4
183,26,100,0.75
183,27,2128,4
183,28,1646,4
183,29,6000,4
183,30,100,0.75
183,31,6000,4
183,32,596,4
183,33,1646,4
183,34,1393,4
184,35,6000,4
184,36,6000,4
184,37,6000,4
184,38,6000,4
184,39,6000,4
185,40,100,0.75
185,41,6000,4
185,42,1128,4
185,43,446,4
185,44,6000,4
185,45,6000,4
185,46,6000,4
185,47,6000,4
185,48,6000,4
185,49,5278,4
186,1,583,2
186,2,1148,2
186,3,2848,2
186,4,4160,2
186,5,899,2
187,1,525,3
187,2,100,0.75
187,3,1372,3
187,4,1272,3
187,5,2552,3
188,6,1287,3
188,7,1175,3
188,8,4078,3
188,9,6000,3
188,10,285,3
188,11,622,3
188,12,6000,3
188,13,100,0.75
188,14,2206,3
189,15,1400,3
189,16,6000,3
189,17,2502,3
189,18,400,3
189,19,6000,3
189,20,1749,3
190,1,558,2
190,2,1333,2
190,3,4048,2
190,4,6000,2
190,5,100,0.75
190,6,6000,2
191,7,6000,2
191,8,100,0.75
191,9,6000,2
191,10,100,0.75
191,11,2860,2
192,1,558,2
192,2,1833,2
192,3,2848,2
192,4,6000,2
192,5,5800,2
192,6,100,0.75
192,7,6000,2
192,8,6000,2
192,9,100,0.75
192,10,2710,2
193,1,1008,2
193,2,100,0.75
193,3,4474,2
193,4,6000,2
193,5,6000,2
193,6,6000,2
193,7,4084,2
193,8,100,0.5
193,9,1969,2
194,1,2446,1.5
194,2,3376,1.5
194,3,6000,1.5
194,4,1170,1.5
194,5,100,0.5
194,6,474,1
194,7,2107,1
195,1,208,2
195,2,2333,2
195,3,1448,2
195,4,6000,2
195,5,100,0.75
195,6,6000,2
195,7,6000,2
195,8,100,0.75
195,9,6000,2
195,10,60,2
196,1,256,1.5
196,2,2036,1.5
196,3,2312,1.5
196,4,2128,1.5
196,5,2110,1.5
196,6,6000,1.5
196,7,2523,1.5
196,8,4019,1.5
197,9,190,1
197,10,754,1
197,11,630,1
197,12,2080,1
197,13,6000,1.5
197,14,4273,1.5
197,15,345,1
197,16,1078,1
198,17,74,1
198,18,2904,1
198,19,158,1
198,20,2550,1
199,21,6000,1.5
199,22,2148,1.5
199,23,866,1
199,24,754,1
199,25,630,1
199,26,2018,1.5
199,27,795,1.5
199,28,3062,1.5
200,1,144,8
200,2,844,8
200,3,344,8
200,4,844,8
201,1,850,8
201,2,844,8
201,3,100,0.5
201,4,2532,8
201,5,972,8
203,1,100,6
203,2,100,1
203,3,225,6
203,4,387,3
204,1,100,6
204,2,100,1
204,3,225,6
204,4,387,3
205,1,196,1
205,2,121,1
205,3,191,4
206,4,100,1
206,5,100,1
206,6,143,1
207,7,200,4
207,8,1791,4
208,1,196,1
208,2,121,1
208,3,191,4
209,4,100,1
209,5,100,1
209,6,143,1
210,7,200,4
210,8,1791,4
211,1,645,4
211,2,100,0.75
211,3,1446,4
211,4,1259,4
211,5,334,4
211,6,143,4
211,7,389,4
212,8,100,0.75
212,9,225,3
212,10,875,3
212,11,672,3
212,12,546,4
212,13,436,4
212,14,200,4
213,1,100,4
213,2,100,1
213,3,225,4
213,4,594,2.5
214,1,100,4
214,2,100,1
214,3,225,4
214,4,594,2.5
215,1,128,1
215,2,100,1
215,3,267,3
215,4,200,3
215,5,1855,3
216,6,100,1
216,7,100,1
216,8,194,1
217,1,128,1
217,2,100,1
217,3,267,3
217,4,200,3
217,5,1855,3
218,6,100,1
218,7,100,1
218,8,194,1
219,1,417,8
219,2,269,8
219,3,2774,8
219,4,479,6
219,5,192,6
219,6,383,6
219,7,584,6
219,8,100,1
219,9,293,6
220,10,2644,8
220,11,479,6
220,12,192,6
220,13,383,6
220,14,584,6
220,15,100,1
220,16,293,6
220,17,1795,8
221,1,2310,8
221,2,417,8
221,3,6000,8
221,4,241,8
221,5,5140,8
221,6,1429,8
221,7,1810,8
222,8,236,6
222,9,501,6
222,10,100,1
222,11,473,6
222,12,2423,8
223,13,188,6
223,14,501,6
223,15,100,1
223,16,473,6
223,17,1795,8
224,18,100,0.5
224,19,176,1
224,20,3532,8
224,21,151,6
224,22,292,6
224,23,6000,6
224,24,1757,6
225,25,2042,6
225,26,6000,6
225,27,6000,6
225,28,6000,6
225,29,3043,6
225,30,274,6
225,31,100,1
225,32,918,6
226,1,100,1
226,2,1698,6
226,3,274,6
226,4,6000,6
226,5,6000,6
226,6,6000,6
226,7,2433,6
227,8,2042,6
227,9,6000,6
227,10,1697,6
227,11,292,6
227,12,251,6
227,13,100,0.5
228,14,176,1
228,15,4052,8
228,16,1810,8
228,17,479,8
228,18,5140,8
228,19,1051,8
229,20,340,8
229,21,100,0.75
229,22,6000,8
229,23,570,8
229,24,142,8
230,25,100,0.5
230,26,332,8
230,27,129,3
230,28,160,3
230,29,300,8
231,1,328,6
231,2,6000,6
231,3,6000,6
231,4,6000,6
231,5,6000,6
231,6,6000,6
231,7,2327,6
231,8,292,6
231,9,4681,6
231,10,1211,6
232,1,5371,6
232,2,292,6
232,3,2387,6
232,4,3742,6
232,5,3404,6
232,6,751,6
232,7,100,0.75
232,8,149,6
233,9,176,1
233,10,100,0.5
233,11,4492,6
233,12,1077,6
233,13,292,6
233,14,6000,6
233,15,6000,6
233,16,6000,6
233,17,6000,6
233,18,442,6
233,19,328,6
234,1,558,2
234,2,4288,2
234,3,5700,2
234,4,4748,2
234,5,4480,2
234,6,1173,2
234,7,500,2
235,8,100,0.5
235,9,270,2
235,10,176,1
235,11,325,4
235,12,100,0.75
235,13,175,2
235,14,323,2
236,1,306,2
236,2,1998,2
236,3,348,2
236,4,2128,2
236,5,100,0.75
236,6,200,2
237,7,176,1
237,8,300,4
237,9,100,0.5
237,10,100,0.75
237,11,100,1
237,12,612,1
237,13,447,2
238,14,343,2
238,15,923,2
238,16,513,2
238,17,3045,2
238,18,5498,2
238,19,4008,2
238,20,558,2
239,1,610,1
239,2,4249,1
239,3,100,0.75
239,4,100,1
239,5,4304,1
239,6,2494,1
239,7,1004,1
239,8,384,1
239,9,505,1
240,1,506,1
240,2,564,1
240,3,1004,1
240,4,3694,1
240,5,4304,1
240,6,100,1
240,7,100,0.75
240,8,3969,1
240,9,609,1
241,1,610,1
241,2,4249,1
241,3,100,0.75
241,4,100,1
241,5,4304,1
241,6,2684,1
241,7,1004,1
241,8,257,1
241,9,505,1
242,1,506,1
242,2,437,1
242,3,1004,1
242,4,3694,1
242,5,4304,1
242,6,100,1
242,7,100,0.75
242,8,3969,1
242,9,609,1
243,1,526,3
243,2,4212,3
243,3,6000,3
243,4,6000,3
243,5,2872,3
243,6,2195,3
243,7,333,3
243,8,1177,3
243,9,552,3
244,10,100,0.5
244,11,300,3
244,12,176,1
244,13,300,4
244,14,76,0.75
244,15,100,0.75
244,16,200,3
245,1,322,3
245,2,3278,3
245,3,100,0.75
245,4,200,3
245,5,176,1
245,6,300,4
245,7,100,0.5
246,8,100,0.75
246,9,100,1
246,10,1441,1
246,11,800,3
246,12,1307,3
246,13,204,3
246,14,1532,3
246,15,6000,3
246,16,4372,3
246,17,3932,3
246,18,525,3
247,1,610,1
247,2,4249,1
247,3,100,0.75
247,4,100,1
247,5,4304,1
247,6,2784,1
247,7,1004,1
247,8,306,1
247,9,505,1
248,1,1556,1
248,2,3194,1
248,3,4304,1
248,4,100,1
248,5,100,0.75
248,6,3969,1
248,7,609,1
249,1,610,1
249,2,4545,1
249,3,5349,1
249,4,4004,1
249,5,804,1
249,6,511,1
250,1,512,1
250,2,1384,1
250,3,4004,1
250,4,5348,1
250,5,4084,1
250,6,609,1
251,1,226,4
251,2,5718,4
251,3,6000,4
251,4,2368,4
252,5,2180,4
252,6,100,1
252,7,2522,4
252,8,320,4
253,1,315,2
253,2,128,2
253,3,94,1
253,4,2272,4
254,5,2048,4
254,6,5650,4
254,7,3500,4
254,8,4988,4
254,9,226,4
255,1,129,4
255,2,100,1
255,3,200,4
255,4,100,0.5
255,5,2412,4
256,6,971,4
256,7,886,3
256,8,100,1
256,9,276,4
256,10,886,3
256,11,882,3
256,12,643,4
257,1,100,0.5
257,2,747,4
257,3,279,4
257,4,565,4
257,5,1394,6
257,6,172,6
257,7,719,6
258,8,6000,6
258,9,6000,6
258,10,6000,6
258,11,1240,6
258,12,100,0.75
258,13,126,6
259,1,100,0.5
259,2,747,4
259,3,301,4
260,1,6000,6
260,2,6000,6
260,3,747,6
260,4,16,6
260,5,1931,6
261,6,100,1
261,7,1108,6
261,8,387,6
261,9,100,1
261,10,1008,6
261,11,494,6
262,1,284,4
262,2,786,4
262,3,681,4
262,4,4196,4
262,5,4396,4
262,6,1141,4
263,7,493,4
263,8,6000,4
263,9,6000,4
263,10,2848,4
263,11,493,4
263,12,6000,4
264,13,100,0.75
264,14,3743,4
264,15,446,4
264,16,6000,4
264,17,6000,4
264,18,6000,4
265,19,100,0.75
265,20,6000,4
265,21,291,4
265,22,1646,4
265,23,2143,4
266,24,100,0.75
266,25,6000,4
266,26,5243,4
266,27,1646,4
266,28,2993,4
267,29,6000,4
267,30,6000,4
267,31,6000,4
267,32,100,0.75
267,33,1393,4
267,34,896,4
267,35,4146,4
267,36,493,4
268,1,2674,3
268,2,972,3
268,3,6000,3
268,4,6000,3
268,5,6000,3
268,6,2137,3
269,7,550,3
269,8,6000,3
269,9,3078,3
269,10,584,2
269,11,2503,2
269,12,2903,2
269,13,694,3
270,14,6000,3
270,15,2378,3
270,16,6000,3
